"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"95GZ66HS","conferencePaper","2024","Duan, Yuxing","LED: A Large-scale Real-world Paired Dataset for Event Camera Denoising","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02422","https://ieeexplore.ieee.org/document/10655931/","Event camera has significant advantages in capturing dynamic scene information while being prone to noise interference, particularly in challenging conditions like low threshold and low illumination. However, most existing research focuses on gentle situations, hindering event camera applications in realistic complex scenarios. To tackle this limitation and advance the field, we construct a new paired real-world event denoising dataset (LED), including 3K sequences with 18K seconds of high-resolution (1200*680) event streams and showing three notable distinctions compared to others: diverse noise levels and scenes, largerscale with high-resolution, and high-quality GT. Specifically, it contains stepped parameters and varying illumination with diverse scenarios. Moreover, based on the property of noise events inconsistency and signal events consistency, we propose a novel effective denoising framework(DED) using homogeneous dual events to generate the GT with better separating noise from the raw. Furthermore, we design a bio-inspired baseline leveraging LeakyIntegrate-and-Fire (LIF) neurons with dynamic thresholds to realize accurate denoising. The experimental results demonstrate that the remarkable performance of the proposed approach on different datasets.The dataset and code are at https://github.com/Yee-Sing/led.","2024-06-16","2025-03-30 16:17:38","2025-03-30 16:17:38","2025-03-30 16:17:38","25637-25647","","","","","","LED","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/EBFTBWIV/Duan - 2024 - LED A Large-scale Real-world Paired Dataset for Event Camera Denoising.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"QR72N4F7","conferencePaper","2024","Vecchio, Giuseppe; Deschaintre, Valentin","MatSynth: A Modern PBR Materials Dataset","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","10.1109/CVPR52733.2024.02087","http://arxiv.org/abs/2401.06056","We introduce MatSynth, a dataset of 4, 000+ CC0 ultrahigh resolution PBR materials. Materials are crucial components of virtual relightable assets, defining the interaction of light at the surface of geometries. Given their importance, significant research effort was dedicated to their representation, creation, and acquisition. However, in the past 6 years, most research in material acquisition or generation relied either on the same unique dataset, or on company-owned huge library of procedural materials. With this dataset, we propose a significantly larger, more diverse, and higher resolution set of materials than previously publicly available. We carefully discuss the data collection process and demonstrate the benefits of this dataset for material acquisition and generation applications. The complete data further contains metadata with each material’s origin, license, category, tags, creation method, and, when available, descriptions and physical size, as well as 3M+ renderings of the augmented materials, in 1K, under various environment lightings. The MatSynth dataset is released through the project page at: https://www. gvecchio.com/matsynth.","2024-06-16","2025-03-30 16:17:41","2025-03-30 16:17:41","2025-03-30 16:17:41","22109-22118","","","","","","MatSynth","","","","","","","en","","","","","arXiv.org","","arXiv:2401.06056 [cs]","","/Users/nikolajmosgaardsomod/Zotero/storage/4XPUTMTU/Vecchio and Deschaintre - 2024 - MatSynth A Modern PBR Materials Dataset.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Graphics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VY3PM9C","preprint","2024","Lilja, Adam; Fu, Junsheng; Stenborg, Erik; Hammarstrand, Lars","Localization Is All You Evaluate: Data Leakage in Online Mapping Datasets and How to Fix It","","","","10.48550/arXiv.2312.06420","http://arxiv.org/abs/2312.06420","The task of online mapping is to predict a local map using current sensor observations, e.g. from lidar and camera, without relying on a pre-built map. State-of-the-art methods are based on supervised learning and are trained predominantly using two datasets: nuScenes and Argoverse 2. However, these datasets revisit the same geographic locations across training, validation, and test sets. Specifically, over $80$% of nuScenes and $40$% of Argoverse 2 validation and test samples are less than $5$ m from a training sample. At test time, the methods are thus evaluated more on how well they localize within a memorized implicit map built from the training data than on extrapolating to unseen locations. Naturally, this data leakage causes inflated performance numbers and we propose geographically disjoint data splits to reveal the true performance in unseen environments. Experimental results show that methods perform considerably worse, some dropping more than $45$ mAP, when trained and evaluated on proper data splits. Additionally, a reassessment of prior design choices reveals diverging conclusions from those based on the original split. Notably, the impact of lifting methods and the support from auxiliary tasks (e.g., depth supervision) on performance appears less substantial or follows a different trajectory than previously perceived. Splits can be found at https://github.com/LiljaAdam/geographical-splits","2024-04-05","2025-03-30 16:17:43","2025-03-30 16:17:43","2025-03-30 16:17:43","","","","","","","Localization Is All You Evaluate","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2312.06420 [cs]","","/Users/nikolajmosgaardsomod/Zotero/storage/GT6TUABJ/Lilja et al. - 2024 - Localization Is All You Evaluate Data Leakage in Online Mapping Datasets and How to Fix It.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2312.06420","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IM6GKE7Z","conferencePaper","2024","Burgert, Ryan D.; Price, Brian L.; Kuen, Jason; Li, Yijun; Ryoo, Michael S.","MAGICK: A Large-Scale Captioned Dataset from Matting Generated Images Using Chroma Keying","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02132","https://ieeexplore.ieee.org/document/10656389/","We introduce MAGICK, a large-scale dataset of generated objects with high-quality alpha mattes. While image generation methods have produced segmentations, they cannot generate alpha mattes with accurate details in hair, fur, and transparencies. This is likely due to the small size of current alpha matting datasets and the difficulty in obtaining ground-truth alpha. We propose a scalable method for synthesizing images of objects with high-quality alpha that can be used as a ground-truth dataset. A key idea is to generate objects on a single-colored background so chroma keying approaches can be used to extract the alpha. However, this faces several challenges, including that current text-to-image generation methods cannot create images that can be easily chroma keyed and that chroma keying is an underconstrained problem that generally requires manual intervention for high-quality results. We address this using a combination of generation and alpha extraction methods. Using our method, we generate a dataset of 150,000 objects with alpha. We show the utility of our dataset by training an alpha-to-rgb generation method that outperforms baselines. Please see our project website at https://ryanndagreat.github.io/MAGICK/.","2024-06-16","2025-03-30 16:17:46","2025-03-30 16:17:46","2025-03-30 16:17:46","22595-22604","","","","","","MAGICK","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/YFP92E5D/Burgert et al. - 2024 - MAGICK A Large-Scale Captioned Dataset from Matting Generated Images Using Chroma Keying.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"P6SGFNE6","conferencePaper","2024","Yan, Ming; Zhang, Yan; Cai, Shuqiang; Fan, Shuqi; Lin, Xincheng; Dai, Yudi; Shen, Siqi; Wen, Chenglu; Xu, Lan; Ma, Yuexin; Wang, Cheng","RELI11D: A Comprehensive Multimodal Human Motion Dataset and Method","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.00219","https://ieeexplore.ieee.org/document/10655546/","","2024-06-16","2025-03-30 16:17:48","2025-03-30 16:17:48","2025-03-30 16:17:48","2250-2262","","","","","","RELI11D","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/6W4KCDUV/Yan et al. - 2024 - RELI11D A Comprehensive Multimodal Human Motion Dataset and Method.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"WMYZPHVK","preprint","2024","Slyman, Eric; Lee, Stefan; Cohen, Scott; Kafle, Kushal","FairDeDup: Detecting and Mitigating Vision-Language Fairness Disparities in Semantic Dataset Deduplication","","","","10.48550/arXiv.2404.16123","http://arxiv.org/abs/2404.16123","Recent dataset deduplication techniques have demonstrated that content-aware dataset pruning can dramatically reduce the cost of training Vision-Language Pretrained (VLP) models without significant performance losses compared to training on the original dataset. These results have been based on pruning commonly used imagecaption datasets collected from the web – datasets that are known to harbor harmful social biases that may then be codified in trained models. In this work, we evaluate how deduplication affects the prevalence of these biases in the resulting trained models and introduce an easy-toimplement modification to the recent SemDeDup algorithm that can reduce the negative effects that we observe. When examining CLIP-style models trained on deduplicated variants of LAION-400M, we find our proposed FairDeDup algorithm consistently leads to improved fairness metrics over SemDeDup on the FairFace and FACET datasets while maintaining zero-shot performance on CLIP benchmarks.","2024-04-24","2025-03-30 16:17:50","2025-03-30 16:17:50","2025-03-30 16:17:50","","","","","","","FairDeDup","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2404.16123 [cs]","","/Users/nikolajmosgaardsomod/Zotero/storage/4B9XJTTJ/Slyman et al. - 2024 - FairDeDup Detecting and Mitigating Vision-Language Fairness Disparities in Semantic Dataset Dedupli.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2404.16123","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"863Q7SJB","conferencePaper","2024","Wu, Tao; He, Runyu; Wu, Gangshan; Wang, Limin","SportsHHI: A Dataset for Human-Human Interaction Detection in Sports Videos","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.01754","https://ieeexplore.ieee.org/document/10656134/","Video-based visual relation detection tasks, such as video scene graph generation, play important roles in finegrained video understanding. However, current video visual relation detection datasets have two main limitations that hinder the progress of research in this area. First, they do not explore complex human-human interactions in multi-person scenarios. Second, the relation types of existing datasets have relatively low-level semantics and can be often recognized by appearance or simple prior information, without the need for detailed spatio-temporal context reasoning. Nevertheless, comprehending high-level interactions between humans is crucial for understanding complex multi-person videos, such as sports and surveillance videos. To address this issue, we propose a new video visual relation detection task: video human-human interaction detection, and build a dataset named SportsHHI for it. SportsHHI contains 34 high-level interaction classes from basketball and volleyball sports. 118,075 human bounding boxes and 50,649 interaction instances are annotated on 11,398 keyframes. To benchmark this, we propose a twostage baseline method and conduct extensive experiments to reveal the key factors for a successful human-human interaction detector. We hope that SportsHHI can stimulate research on human interaction understanding in videos and promote the development of spatio-temporal context modeling techniques in video visual relation detection.","2024-06-16","2025-03-30 16:17:54","2025-03-30 16:17:54","2025-03-30 16:17:54","18537-18546","","","","","","SportsHHI","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/QDI6P8LV/Wu et al. - 2024 - SportsHHI A Dataset for Human-Human Interaction Detection in Sports Videos.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"KNJIGCQN","conferencePaper","2024","Yuan, Tongtong; Zhang, Xuange; Liu, Kun; Liu, Bo; Chen, Chen; Jin, Jian; Jiao, Zhenzhen","Towards Surveillance Video-and-Language Understanding: New Dataset, Baselines, and Challenges","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02082","https://ieeexplore.ieee.org/document/10656129/","Surveillance videos are important for public security. However, current surveillance video tasks mainly focus on classifying and localizing anomalous events. Existing methods are limited to detecting and classifying the predefined events with unsatisfactory semantic understanding, although they have obtained considerable performance. To address this issue, we propose a new research direction of surveillance video-and-language understanding (VALU), and construct the first multimodal surveillance video dataset. We manually annotate the real-world surveillance dataset UCFCrime with fine-grained event content and timing. Our newly annotated dataset, UCA (UCF-Crime Annotation)1, contains 23,542 sentences, with an average length of 20 words, and its annotated videos are as long as 110.7 hours. Furthermore, we benchmark SOTA models for four multimodal tasks on this newly created dataset, which serve as new baselines for surveillance VALU. Through experiments, we find that mainstream models used in previously public datasets perform poorly on surveillance video, demonstrating new challenges in surveillance VALU. We also conducted experiments on multimodal anomaly detection. These results demonstrate that our multimodal surveillance learning can improve the performance of anomaly detection. All the experiments highlight the necessity of constructing this dataset to advance surveillance AI.","2024-06-16","2025-03-30 16:17:56","2025-03-30 16:17:56","2025-03-30 16:17:56","22052-22061","","","","","","Towards Surveillance Video-and-Language Understanding","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/KDYNXIEY/Yuan et al. - 2024 - Towards Surveillance Video-and-Language Understanding New Dataset, Baselines, and Challenges.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"EEGSQ3HM","conferencePaper","2024","Deng, Wenxiao; Li, Wenbin; Ding, Tianyu; Wang, Lei; Zhang, Hongguang; Huang, Kuihua; Huo, Jing; Gao, Yang","Exploiting Inter-sample and Inter-feature Relations in Dataset Distillation","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.01614","https://ieeexplore.ieee.org/document/10656653/","Dataset distillation has emerged as a promising approach in deep learning, enabling efﬁcient training with small synthetic datasets derived from larger real ones. Particularly, distribution matching-based distillation methods attract attention thanks to its effectiveness and low computational cost. However, these methods face two primary limitations: the dispersed feature distribution within the same class in synthetic datasets, reducing class discrimination, and an exclusive focus on mean feature consistency, lacking precision and comprehensiveness. To address these challenges, we introduce two novel constraints: a class centralization constraint and a covariance matching constraint. The class centralization constraint aims to enhance class discrimination by more closely clustering samples within classes. The covariance matching constraint seeks to achieve more accurate feature distribution matching between real and synthetic datasets through local feature covariance matrices, particularly beneﬁcial when sample sizes are much smaller than the number of features. Experiments demonstrate notable improvements with these constraints, yielding performance boosts of up to 6.6% on CIFAR10, 2.9% on SVHN, 2.5% on CIFAR100, and 2.5% on TinyImageNet, compared to the state-of-the-art relevant methods. In addition, our method maintains robust performance in cross-architecture settings, with a maximum performance drop of 1.7% on four architectures. Code is available at https://github.com/VincenDen/IID.","2024-06-16","2025-03-30 16:17:59","2025-03-30 16:17:59","2025-03-30 16:17:59","17057-17066","","","","","","","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/AGPQ3MPF/Deng et al. - 2024 - Exploiting Inter-sample and Inter-feature Relations in Dataset Distillation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"62YNJGNW","conferencePaper","2024","Xu, Jinglin; Zhao, Guohao; Yin, Sibo; Zhou, Wenhao; Peng, Yuxin","FineSports: A Multi-Person Hierarchical Sports Video Dataset for Fine-Grained Action Understanding","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02057","https://ieeexplore.ieee.org/document/10657871/","","2024-06-16","2025-03-30 16:18:01","2025-03-30 16:18:01","2025-03-30 16:18:01","21773-21782","","","","","","FineSports","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/MREL4YHA/Xu et al. - 2024 - FineSports A Multi-Person Hierarchical Sports Video Dataset for Fine-Grained Action Understanding.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"HUHYD3IE","conferencePaper","2024","Guo, Heng; Ren, Jieji; Wang, Feishi; Shi, Boxin; Ren, Mingjun; Matsushita, Yasuyuki","DiLiGenRT: A Photometric Stereo Dataset with Quantified Roughness and Translucency","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.01122","https://ieeexplore.ieee.org/document/10655452/","Photometric stereo faces challenges from non-Lambertian reflectance in real-world scenarios. Systematically measuring the reliability of photometric stereo methods in handling such complex reflectance necessitates a real-world dataset with quantitatively controlled reflectances. This paper introduces DiLiGenRT, the first real-world dataset for evaluating photometric stereo methods under quantified reflectances by manufacturing 54 hemispheres with varying degrees of two reflectance properties: Roughness and Transluency. Unlike qualitative and semantic labels, such as “diffuse” and “specular,” that have been used in previous datasets, our quantified dataset allows comprehensive and systematic benchmark evaluations. In addition, it facilitates selecting best-fit photometric stereo methods based on the quantitative reflectance properties. Our dataset and benchmark results are available at https://photometricstereo. github.io/diligentrt.html.","2024-06-16","2025-03-30 16:18:05","2025-03-30 16:18:05","2025-03-30 16:18:05","11810-11820","","","","","","DiLiGenRT","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/G2ZQFPXC/Guo et al. - 2024 - DiLiGenRT A Photometric Stereo Dataset with Quantified Roughness and Translucency.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"J2TQ2TVC","conferencePaper","2024","Nguyen, Thien-Minh; Yuan, Shenghai; Nguyen, Thien Hoang; Yin, Pengyu; Cao, Haozhi; Xie, Lihua; Wozniak, Maciej; Jensfelt, Patric; Thiel, Marko; Ziegenbein, Justin; Blunder, Noel","MCD: Diverse Large-Scale Multi-Campus Dataset for Robot Perception","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02105","https://ieeexplore.ieee.org/document/10656126/","","2024-06-16","2025-03-30 16:18:07","2025-03-30 16:18:07","2025-03-30 16:18:07","22304-22313","","","","","","MCD","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/8RNNDLIU/Nguyen et al. - 2024 - MCD Diverse Large-Scale Multi-Campus Dataset for Robot Perception.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"K4ISHFHM","conferencePaper","2024","Shu, Yong; Shen, Liquan; Hu, Xiangyu; Li, Mengyao; Zhou, Zihao","Towards Real-World HDR Video Reconstruction: A Large-Scale Benchmark Dataset and A Two-Stage Alignment Network","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.00278","https://ieeexplore.ieee.org/document/10658278/","As an important and practical way to obtain high dynamic range (HDR) video, HDR video reconstruction from sequences with alternating exposures is still less explored, mainly due to the lack of large-scale real-world datasets. Existing methods are mostly trained on synthetic datasets, which perform poorly in real scenes. In this work, to facilitate the development of real-world HDR video reconstruction, we present Real-HDRV, a large-scale real-world benchmark dataset for HDR video reconstruction, featuring various scenes, diverse motion patterns, and high-quality labels. Specifically, our dataset contains 500 LDRs-HDRs video pairs, comprising about 28,000 LDR frames and 4,000 HDR labels, covering daytime, nighttime, indoor, and outdoor scenes. To our best knowledge, our dataset is the largest real-world HDR video reconstruction dataset. Correspondingly, we propose an end-to-end network for HDR video reconstruction, where a novel two-stage strategy is designed to perform alignment sequentially. Specifically, the first stage performs global alignment with the adaptively estimated global offsets, reducing the difficulty of subsequent alignment. The second stage implicitly performs local alignment in a coarse-to-fine manner at the feature level using the adaptive separable convolution. Extensive experiments demonstrate that: (1) models trained on our dataset can achieve better performance on real scenes than those trained on synthetic datasets; (2) our method outperforms previous state-of-the-art methods. Our dataset is available at https://github.com/yungsyu99/Real-HDRV.","2024-06-16","2025-03-30 16:18:09","2025-03-30 16:18:09","2025-03-30 16:18:09","2879-2888","","","","","","Towards Real-World HDR Video Reconstruction","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/RP2JT2XX/Shu et al. - 2024 - Towards Real-World HDR Video Reconstruction A Large-Scale Benchmark Dataset and A Two-Stage Alignme.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"MVITSKC5","conferencePaper","2024","Kent, Daniel; Alyaqoub, Mohammed; Lu, Xiaohu; Khatounabadi, Hamed; Sung, Kookjin; Scheller, Cole; Dalat, Alexander; Guo, Xinwei; Bin Thabit, Asma; Whitley, Roberto; Radha, Hayder","MSU-4S - The Michigan State University Four Seasons Dataset","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02138","https://ieeexplore.ieee.org/document/10656488/","Public datasets, such as KITTI, nuScenes, and Waymo, have played a key role in the research and development of autonomous vehicles and advanced driver assistance systems. However, many of these datasets fail to incorporate a full range of driving conditions; some datasets only contain clear-weather conditions, underrepresenting or entirely missing colder weather conditions such as snow or autumn scenes with bright colorful foliage. In this paper, we present the Michigan State University Four Seasons (MSU4S) Dataset, which contains real-world collections of autonomous vehicle data from varied types of driving scenarios. These scenarios were recorded throughout a full range of seasons, and capture clear, rainy, snowy, and fall weather conditions, at varying times of day. MSU-4S contains more than 100,000 two- and three-dimensional frames for camera, lidar, and radar data, as well as Global Navigation Satellite System (GNSS), wheel speed, and steering data, all annotated with weather, time-of-day, and time-of-year. Our data includes cluttered scenes that have large numbers of vehicles and pedestrians; and it also captures industrial scenes, busy traffic thoroughfare with traffic lights and numerous signs, and scenes with dense foliage. While providing a diverse set of scenes, our data incorporate an important feature: virtually every scene and its corresponding lidar, camera, and radar frames were captured in four different seasons, enabling unparalleled object detection analysis and testing of the domain shift problem across weather conditions. In that context, we present detailed analyses for 3D and 2D object detection showing a strong domain shift effect among MSU-4S data segments collected across different conditions. MSU-4S will also enable advanced multimodal fusion research including different combinations of camera-lidar-radar fusion, which continues to be of strong interest for the computer vision, autonomous driving and ADAS development communities. The MSU-4S dataset is available online at https://egr.msu.edu/waves/msu4s.","2024-06-16","2025-03-30 16:18:11","2025-03-30 16:18:11","2025-03-30 16:18:11","22658-22667","","","","","","","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/CRZW65X6/Kent et al. - 2024 - MSU-4S - The Michigan State University Four Seasons Dataset.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"5U3P8TBK","preprint","2023","Jung, HyunJun; Zhai, Guangyao; Wu, Shun-Cheng; Ruhkamp, Patrick; Schieber, Hannah; Rizzoli, Giulia; Wang, Pengyuan; Zhao, Hongcheng; Garattoni, Lorenzo; Meier, Sven; Roth, Daniel; Navab, Nassir; Busam, Benjamin","HouseCat6D -- A Large-Scale Multi-Modal Category Level 6D Object Perception Dataset with Household Objects in Realistic Scenarios","","","","10.48550/arXiv.2212.10428","http://arxiv.org/abs/2212.10428","Estimating 6D object poses is a major challenge in 3D computer vision. Building on successful instance-level approaches, research is shifting towards category-level pose estimation for practical applications. Current category-level datasets, however, fall short in annotation quality and pose variety. Addressing this, we introduce HouseCat6D, a new category-level 6D pose dataset. It features 1) multi-modality with Polarimetric RGB and Depth (RGBD+P), 2) encompasses 194 diverse objects across 10 household categories, including two photometrically challenging ones, and 3) provides high-quality pose annotations with an error range of only 1.35 mm to 1.74 mm. The dataset also includes 4) 41 large-scale scenes with comprehensive viewpoint and occlusion coverage, 5) a checkerboard-free environment, and 6) dense 6D parallel-jaw robotic grasp annotations. Additionally, we present benchmark results for leading category-level pose estimation networks.","2023-12-01","2025-03-30 16:18:14","2025-03-30 16:18:14","2025-03-30 16:18:14","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2212.10428 [cs]","","/Users/nikolajmosgaardsomod/Zotero/storage/HNRA8VNS/Jung et al. - 2023 - HouseCat6D -- A Large-Scale Multi-Modal Category Level 6D Object Perception Dataset with Household O.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2212.10428","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3V8YX3G","journalArticle","","Tudosiu, Petru-Daniel; Yang, Yongxin; Zhang, Shifeng; Chen, Fei; McDonagh, Steven; Lampouras, Gerasimos; Iacobacci, Ignacio; Parisot, Sarah","MULAN: A Multi Layer Annotated Dataset for Controllable Text-to-Image Generation","","","","","","","","2025-03-30 16:18:16","2025-03-30 16:18:16","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/nikolajmosgaardsomod/Zotero/storage/JB8Q3DCG/Tudosiu et al. - MULAN A Multi Layer Annotated Dataset for Controllable Text-to-Image Generation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8YUT66N","conferencePaper","2024","Sun, Yanjun; Qiu, Yue; Khan, Mariia; Matsuzawa, Fumiya; Iwata, Kenji","The STVchrono Dataset: Towards Continuous Change Recognition in Time","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.01338","https://ieeexplore.ieee.org/document/10657948/","Recognizing continuous changes offers valuable insights into past historical events, supports current trend analysis, and facilitates future planning. This knowledge is crucial for a variety of fields, such as meteorology and agriculture, environmental science, urban planning and construction, tourism, and cultural preservation. Currently available datasets in the field of scene change understanding primarily concentrate on two main tasks: the detection of changed regions within a scene and the linguistic description of the change content. Existing datasets focus on recognizing discrete changes, such as adding or deleting an object from two images, and largely rely on artificially generated images. Consequently, the existing change understanding methods primarily focus on identifying distinct object differences, overlooking the importance of continuous, gradual changes occurring over extended time intervals.","2024-06-16","2025-03-30 16:18:19","2025-03-30 16:18:19","2025-03-30 16:18:19","14111-14120","","","","","","The STVchrono Dataset","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/7R6YXQWR/Sun et al. - 2024 - The STVchrono Dataset Towards Continuous Change Recognition in Time.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
